EXPOCODE,SECT_ID,LINE,STA,CAST,BTL,BTL_QC,DATE,TIME,LAT,LONG,Bot Depth,Press (db),CTD T C° ITS-90,CTD SALT,CTD_QC,bot salt,Bot_Salt_QC,CTD OXY µmol/kg,Bot O2 µmol/kg,Bot_O2_QC,Silicate µmol/kg,Nitrate µmol/kg,Nitrite µmol/kg,Phosphate µmol/kg,Ammonia µmol/kg,DIC µmol/kg,DIC_QC,TA µmol/kg,TA_QC,pH total meas 25°C,pH_QC,Chlorophyll a concentration µg/L,PON µmol/L,POC µmol/L,POC/PON mol/mol,PON µmol/kg,POC µmol/kg
32WC20110812,WCOA2011,12,81,1,5,2,8/27/2011,12:43:12,33.52,-122.5,3954,1500.27,2.78,34.564,2,34.5643,2,46.4,-999,9,146.58,42.11,0.03,3.07,0,2373.2,2,2400.9,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,6,2,8/27/2011,12:48:40,33.52,-122.5,3954,1250.29,3.251,34.525,2,-999,9,36.1,36.08,2,134.08,42.76,0.03,3.13,0.01,2368.4,2,2388.3,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,7,2,8/27/2011,12:54:18,33.52,-122.5,3954,1000.39,3.833,34.47,2,34.4714,2,21,-999,9,121.05,42.94,0.02,3.2,0.01,2360.6,2,2371.6,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,8,2,8/27/2011,12:58:45,33.52,-122.5,3954,799.93,4.351,34.386,2,-999,9,13,12.43,2,109.26,43.11,0.02,3.21,0.04,2350.4,2,2352.1,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,9,2,8/27/2011,13:03:44,33.52,-122.5,3954,600.18,5.316,34.307,2,-999,9,10.7,-999,9,89.25,40.98,0.03,3.15,0.01,2329.1,2,2328.6,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,10,2,8/27/2011,13:06:36,33.52,-122.5,3954,500.11,5.83,34.229,2,34.2304,2,20.1,19.87,2,78,39.52,0.03,3.03,0.01,2311.8,2,2311.4,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,11,2,8/27/2011,13:09:23,33.52,-122.5,3954,400.66,6.271,34.149,2,-999,9,32.8,-999,9,67.27,37.88,0.03,2.86,0.01,2287.9,2,2296.6,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,12,2,8/27/2011,13:12:10,33.52,-122.5,3954,300.58,7.342,34.089,2,-999,9,60.9,60.42,2,50.83,34.36,0.03,2.57,0,2254.1,2,2277,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,13,2,8/27/2011,13:14:47,33.52,-122.5,3954,200.27,8.27,33.898,2,-999,9,138.1,-999,9,31.34,26.13,0.03,1.91,0.01,2178.1,2,2254.3,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,14,2,8/27/2011,13:16:19,33.52,-122.5,3954,150.57,9.147,33.603,2,-999,9,170.4,166.8,2,22.75,22.25,0.03,1.71,0.01,2144,2,2230.9,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,15,2,8/27/2011,13:18:04,33.52,-122.5,3954,99.61,11.345,33.086,2,-999,9,229.6,-999,9,5.76,5.83,0.05,0.73,0.01,2040.1,2,2204.3,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,16,2,8/27/2011,13:19:10,33.52,-122.5,3954,79.6,12.29,33.003,2,-999,9,260.3,257.03,2,3.24,0.59,0.08,0.46,0.01,2016.2,2,2201.3,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,17,2,8/27/2011,13:19:41,33.52,-122.5,3954,79.14,12.293,33.004,2,-999,9,249.9,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.91,7.52,8.3,0.93,7.7
32WC20110812,WCOA2011,12,81,1,18,2,8/27/2011,13:20:51,33.52,-122.5,3954,61.22,14.744,33.07,2,-999,9,254.8,-999,9,2.16,0.33,0.03,0.34,0.06,2000.2,2,2207.5,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,19,2,8/27/2011,13:22:09,33.52,-122.5,3954,50.54,15.596,33.08,2,-999,9,259.6,259.58,2,2.15,0.27,0.02,0.32,0.01,1999.4,2,2206.9,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,20,2,8/27/2011,13:23:12,33.52,-122.5,3954,40.29,16.73,33.007,2,-999,9,245.1,-999,9,1.96,0.13,0.03,0.34,0.01,1996.1,2,2211.2,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,21,2,8/27/2011,13:24:03,33.52,-122.5,3954,30.42,17.581,33.004,2,-999,9,236.6,-999,9,1.77,0.18,0.03,0.35,0.01,1994.5,2,2207,2,-999,9,0.1532,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,22,2,8/27/2011,13:25:06,33.52,-122.5,3954,15.52,17.631,33.005,2,-999,9,236.1,-999,9,1.93,0.17,0.03,0.34,0.01,1991.4,2,2211.2,2,-999,9,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,81,1,23,2,8/27/2011,13:25:52,33.52,-122.5,3954,4.39,17.627,33.005,2,-999,9,236.2,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.93,8.27,8.9,0.95,8.46
32WC20110812,WCOA2011,12,81,1,24,2,8/27/2011,13:26:04,33.52,-122.5,3954,4.39,17.627,33.005,2,33.0075,2,244.3,243.84,2,1.74,-0.02,0.02,0.34,0,1994.3,6,2206.5,6,-999,9,0.1256,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,1,2,8/27/2011,23:06:13,34.14,-121.16,2280,2249.46,1.847,34.643,2,34.6433,2,93,93.91,6,167.25,39.25,0.01,2.81,0.02,2366,6,2427.4,6,7.473,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,2,2,8/27/2011,23:06:23,34.14,-121.16,2280,2249.56,1.847,34.643,2,-999,9,88.9,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1,9.03,9,1.03,9.28
32WC20110812,WCOA2011,12,82,1,3,2,8/27/2011,23:14:30,34.14,-121.16,2280,2000.78,1.942,34.63,2,-999,9,83.7,84.31,2,166.89,39.9,0.02,2.86,0.01,2369.1,2,2425.6,2,7.456,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,4,2,8/27/2011,23:20:43,34.14,-121.16,2280,1751.15,2.286,34.594,2,34.5949,2,59.7,-999,9,161.19,41.11,0.01,2.98,0.01,2377.4,2,2413.9,2,7.41,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,5,2,8/27/2011,23:27:35,34.14,-121.16,2280,1502.31,2.789,34.555,2,-999,9,45,45.77,2,147.82,42.13,0.01,3.08,0,2378.3,2,2398.6,2,7.377,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,6,2,8/27/2011,23:36:27,34.14,-121.16,2280,1250.34,3.264,34.52,2,-999,9,31.8,-999,9,135.53,42.8,0,3.14,0.01,2367.6,2,2388.6,2,7.355,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,7,2,8/27/2011,23:43:37,34.14,-121.16,2280,1002.13,3.955,34.462,2,-999,9,20,19.21,2,118.95,42.73,0,3.2,0.01,2358.3,2,2375.4,2,7.328,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,8,2,8/27/2011,23:49:36,34.14,-121.16,2280,802.35,4.564,34.407,2,-999,9,11.8,-999,9,105.76,42.19,0,3.2,0.01,2349.2,2,2353.5,2,7.312,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,9,2,8/27/2011,23:55:24,34.14,-121.16,2280,600.98,5.525,34.333,2,-999,9,11.9,10.96,2,86.69,40.27,0,3.14,0.01,2328.3,2,2334.2,2,7.309,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,10,2,8/27/2011,23:59:21,34.14,-121.16,2280,500.5,6.255,34.308,2,-999,9,13.6,-999,9,74.75,38.27,0.01,3.04,0.02,2312,2,2313.2,2,7.315,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,11,2,8/27/2011,0:02:39,34.14,-121.16,2280,400.43,6.387,34.144,2,-999,9,42.5,38.97,2,65.13,37.14,0,2.82,0.02,2282.8,2,2294.9,2,7.335,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,12,2,8/27/2011,0:05:52,34.14,-121.16,2280,300.19,7.172,34.113,2,-999,9,55.8,-999,9,53.54,34.52,0.03,2.62,0.01,2260.6,2,2282.5,2,7.368,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,13,2,8/27/2011,0:08:59,34.14,-121.16,2280,201.09,8.154,34.048,2,-999,9,82.5,83.27,2,39.99,30.68,0.01,2.32,0.01,2223.6,2,2265.5,2,7.429,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,14,2,8/27/2011,0:12:01,34.14,-121.16,2280,99.7,9.603,33.841,2,-999,9,105.6,-999,9,28.05,27.25,0.01,2.12,0.01,2195.2,2,2245.2,2,7.469,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,15,2,8/27/2011,0:13:37,34.14,-121.16,2280,80.99,10.273,33.759,2,-999,9,124.8,-999,9,22.52,24.65,0.03,1.96,0.01,2178.7,2,2243.8,2,7.515,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,16,2,8/27/2011,0:15:01,34.14,-121.16,2280,60.69,11.88,33.66,2,-999,9,162.2,-999,9,12.72,19.1,0.03,1.61,0.01,2141,2,2240.3,2,7.627,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,17,2,8/27/2011,0:16:07,34.14,-121.16,2280,50.62,13.39,33.617,2,-999,9,187,-999,9,7.37,13.07,0.58,1.24,0.01,2101.9,2,2240.7,2,7.726,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,18,2,8/27/2011,0:17:24,34.14,-121.16,2280,40.48,15.007,33.553,2,-999,9,233.5,-999,9,1.84,3.61,0.28,0.67,1.02,2042.8,2,2240.1,2,7.874,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,19,2,8/27/2011,0:18:36,34.14,-121.16,2280,31.08,15.691,33.553,2,-999,9,253.1,254.96,2,0.42,1.18,0.12,0.4,0.26,2017.7,2,2243.4,2,7.93,2,3.3948,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,20,2,8/27/2011,0:18:52,34.14,-121.16,2280,31.16,15.69,33.553,2,-999,9,246.7,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,2.66,19.37,7.3,2.73,19.85
32WC20110812,WCOA2011,12,82,1,21,2,8/27/2011,0:20:05,34.14,-121.16,2280,20.08,15.914,33.558,2,-999,9,246.2,-999,9,0.42,1.28,0.13,0.4,0.16,2016.3,2,2241.5,2,7.94,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,22,2,8/27/2011,0:20:51,34.14,-121.16,2280,10.73,16.015,33.563,2,-999,9,245.9,-999,9,0.6,1.16,0.13,0.39,0.16,2018.3,2,2244.8,2,7.931,2,1.7595,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,23,2,8/27/2011,0:21:38,34.14,-121.16,2280,4,16.017,33.563,2,33.5675,2,252.5,253.76,2,0.78,1.15,0.13,0.39,0.15,2019.2,6,2242.9,6,7.932,2,1.8837,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,82,1,24,2,8/27/2011,0:21:41,34.14,-121.16,2280,4.02,16.017,33.564,2,-999,9,245.6,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,7.93,2,-999,2.05,15.26,7.4,2.1,15.64
32WC20110812,WCOA2011,12,83,1,1,2,8/28/2011,3:24:08,34.21,-121.02,1125,1015.28,3.747,34.483,2,34.4858,2,25.3,25.43,6,124.66,42.49,0.03,3.16,0.01,2364.6,6,2380.3,6,7.337,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,2,2,8/28/2011,3:24:21,34.21,-121.02,1125,1014.99,3.729,34.484,2,-999,9,23.7,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.56,5.31,9.4,0.58,5.45
32WC20110812,WCOA2011,12,83,1,3,2,8/28/2011,3:31:44,34.21,-121.02,1125,801.03,4.788,34.392,2,-999,9,12.4,12.39,2,101.08,41.76,0.03,3.18,0.01,2341.2,2,2347.2,2,7.31,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,4,2,8/28/2011,3:39:16,34.21,-121.02,1125,599.79,5.559,34.285,2,-999,9,12.9,-999,9,84.13,40.02,0.01,3.09,0,2323.4,2,2321,2,7.304,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,5,2,8/28/2011,3:43:14,34.21,-121.02,1125,498.95,6.529,34.259,2,-999,9,28.2,22.01,2,68.76,37.36,0.01,2.95,0,2299.4,2,2301.3,2,7.322,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,6,2,8/28/2011,3:47:39,34.21,-121.02,1125,400.49,7.483,34.276,2,-999,9,24.7,-999,9,57.63,34.7,0.01,2.81,0,2280.7,2,2296.8,2,7.342,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,7,2,8/28/2011,3:52:03,34.21,-121.02,1125,300.42,8.337,34.263,2,-999,9,37.7,34.71,2,48.27,32.15,0.01,2.67,0.01,2266.4,2,2283.5,2,7.365,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,8,2,8/28/2011,3:54:35,34.21,-121.02,1125,251.22,8.6,34.241,2,-999,9,39.7,-999,9,44.57,31.38,0,2.59,0.02,2256.7,2,2282,2,7.377,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,9,2,8/28/2011,3:57:04,34.21,-121.02,1125,199.33,8.834,34.177,2,-999,9,64.9,64.83,2,39.1,29.54,0.02,2.4,0.01,2231.8,2,2272.6,2,7.42,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,10,2,8/28/2011,3:59:21,34.21,-121.02,1125,149.82,9.004,34.014,2,-999,9,92.3,-999,9,32.93,27.65,0.04,2.16,0.01,2203.6,2,2258.7,2,7.469,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,11,2,8/28/2011,4:01:50,34.21,-121.02,1125,99.16,9.649,33.842,2,-999,9,114.4,114.38,2,26.75,25.03,0.06,1.99,0.02,2181.9,2,2226.3,4,7.503,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,12,2,8/28/2011,4:03:23,34.21,-121.02,1125,79.8,9.964,33.742,2,-999,9,126.5,-999,9,23.59,23.22,0.06,1.85,0.02,2162.4,2,2238.9,2,7.538,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,13,2,8/28/2011,4:04:53,34.21,-121.02,1125,60.52,10.595,33.633,2,-999,9,155,151.03,2,19.18,20.66,0.07,1.68,0.01,2148,2,2231.6,2,7.586,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,14,2,8/28/2011,4:06:15,34.21,-121.02,1125,49.97,13.136,33.536,2,-999,9,195.5,-999,9,8.4,10.9,0.36,1.12,0.36,2084.9,2,2232,2,7.754,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,15,2,8/28/2011,4:07:46,34.21,-121.02,1125,40.06,15.228,33.556,2,-999,9,234.4,-999,9,1.87,3.38,0.33,0.66,0.89,2038.7,2,2241,2,7.892,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,16,2,8/28/2011,4:09:09,34.21,-121.02,1125,30.01,15.532,33.548,2,-999,9,245.4,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,2.51,17.82,7.1,2.57,18.26
32WC20110812,WCOA2011,12,83,1,17,2,8/28/2011,4:09:27,34.21,-121.02,1125,29.98,15.538,33.548,2,-999,9,253.4,252.82,2,0.47,1.59,0.13,0.46,0.47,2021.4,2,2240.7,2,7.918,2,3.519,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,18,2,8/28/2011,4:10:30,34.21,-121.02,1125,20.57,15.713,33.549,2,-999,9,244.4,-999,9,0.84,1.52,0.13,0.47,0.64,2019.2,2,2242.3,2,7.923,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,19,2,8/28/2011,4:11:40,34.21,-121.02,1125,9.76,15.742,33.555,2,-999,9,245.4,-999,9,0.49,1.45,0.13,0.41,0.33,2018.6,2,2240.8,2,7.921,2,2.2563,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,83,1,20,2,8/28/2011,4:12:53,34.21,-121.02,1125,4.82,15.764,33.556,2,-999,9,245.1,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.87,13.24,7.1,1.92,13.57
32WC20110812,WCOA2011,12,83,1,21,2,8/28/2011,4:13:02,34.21,-121.02,1125,4.71,15.761,33.556,2,33.5594,2,252.7,252.52,2,0.68,1.39,0.13,0.42,0.34,2016.2,6,2241,6,7.921,3,2.484,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,1,2,8/28/2011,7:01:56,34.33,-120.8,746,733.64,4.997,34.382,2,34.3842,2,10.9,10.07,6,100.64,40.44,0.09,3.19,0.1,2342,6,2346.7,6,7.31,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,2,2,8/28/2011,7:02:22,34.33,-120.8,746,733.56,4.996,34.382,2,-999,9,9.7,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.32,9.89,7.5,1.36,10.16
32WC20110812,WCOA2011,12,84,1,3,2,8/28/2011,7:06:04,34.33,-120.8,746,650.88,5.669,34.342,2,-999,9,11.7,11,2,85.47,39.53,0.04,3.12,0.02,2324.5,2,2328.2,2,7.309,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,4,2,8/28/2011,7:09:35,34.33,-120.8,746,550.91,6.297,34.274,2,-999,9,16.8,-999,9,72.16,37.9,0.03,3,0.01,2307.7,2,2313.2,2,7.316,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,5,2,8/28/2011,7:12:45,34.33,-120.8,746,470.36,6.434,34.16,2,-999,9,34.8,38.49,2,65.06,37.11,0.03,2.83,0,2283.7,2,2296.7,2,7.341,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,6,2,8/28/2011,7:15:42,34.33,-120.8,746,400.38,7.681,34.285,2,-999,9,24.7,-999,9,55.47,34.12,0.03,2.81,0,2281.9,2,2299,2,7.344,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,7,2,8/28/2011,7:19:05,34.33,-120.8,746,300.32,8.453,34.258,2,-999,9,38.7,38.76,2,45.88,31.81,0.03,2.62,0.01,2264,2,2283,2,7.374,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,8,2,8/28/2011,7:22:20,34.33,-120.8,746,200.69,8.954,34.199,2,-999,9,54.6,-999,9,39.31,29.86,0.03,2.44,0.01,2240.2,2,2276.5,2,7.409,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,9,2,8/28/2011,7:24:32,34.33,-120.8,746,150.32,9.152,34.055,2,-999,9,86.2,-999,9,33.28,27.61,0.04,2.19,0.01,2209.2,2,2261.9,2,7.467,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,10,2,8/28/2011,7:26:01,34.33,-120.8,746,125.21,9.356,33.995,2,-999,9,96.3,96.17,2,30.97,26.93,0.04,2.12,0,2201.1,2,2257.9,2,7.468,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,11,2,8/28/2011,7:27:32,34.33,-120.8,746,100.7,9.597,33.884,2,-999,9,106.3,-999,9,28.13,25.64,0.04,2.02,0.02,2185.8,2,2250,2,7.5,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,12,2,8/28/2011,7:28:56,34.33,-120.8,746,79.97,9.787,33.799,2,-999,9,119.8,120.35,2,25.47,24.41,0.05,1.94,0.01,2175.1,2,2246.1,2,7.517,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,13,2,8/28/2011,7:30:09,34.33,-120.8,746,60.05,10.174,33.713,2,-999,9,129.1,-999,9,23.16,23.24,0.06,1.85,0.01,2164.3,2,2240.2,2,7.544,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,14,2,8/28/2011,7:31:09,34.33,-120.8,746,49.34,11.372,33.544,2,-999,9,204.6,188.25,2,15.34,16.69,0.17,1.43,0.06,2116.7,2,2233.3,2,7.658,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,15,2,8/28/2011,7:32:08,34.33,-120.8,746,40.16,11.992,33.479,2,-999,9,216.1,-999,9,11.43,13.12,0.21,1.21,0.1,2093.2,2,2231.5,2,7.721,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,16,2,8/28/2011,7:32:56,34.33,-120.8,746,29.52,12.005,33.48,2,-999,9,216.3,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,2.21,16.8,7.6,2.27,17.22
32WC20110812,WCOA2011,12,84,1,17,2,8/28/2011,7:33:25,34.33,-120.8,746,29.8,12.002,33.479,2,-999,9,220.2,223.73,2,11.34,12.92,0.21,1.18,0.1,2091.7,2,2231.3,2,7.722,2,3.6225,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,18,2,8/28/2011,7:34:09,34.33,-120.8,746,19.92,12.075,33.48,2,-999,9,217.2,-999,9,10.71,12.53,0.22,1.15,0.13,2088.5,2,2230.1,2,7.731,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,19,2,8/28/2011,7:34:49,34.33,-120.8,746,10.7,12.1,33.48,2,-999,9,217.7,-999,9,10.54,12.38,0.23,1.13,0.15,2089,2,2231.3,2,7.734,2,4.2642,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,20,2,8/28/2011,7:35:20,34.33,-120.8,746,3.79,12.109,33.48,2,33.4835,2,222.8,225.09,2,10.53,12.25,0.23,1.12,0.16,2089.1,6,2229.8,6,7.734,2,3.6432,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,84,1,21,2,8/28/2011,7:35:30,34.33,-120.8,746,2.85,12.112,33.479,2,-999,9,218.2,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,7.735,2,-999,2.45,19.44,7.9,2.51,19.94
32WC20110812,WCOA2011,12,85,1,1,2,8/28/2011,10:34:48,34.38,-120.65,427,414.9,7.531,34.219,2,34.2271,2,36.6,35.6,6,54.78,33.52,0.07,2.73,0.06,2275.9,6,2290,6,7.355,6,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,2,2,8/28/2011,10:35:06,34.38,-120.65,427,414.62,7.532,34.222,2,-999,9,34.4,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,0.63,6.03,9.6,0.65,6.19
32WC20110812,WCOA2011,12,85,1,3,2,8/28/2011,10:38:12,34.38,-120.65,427,299.52,8.665,34.216,2,-999,9,41.3,-999,9,45.18,31.83,0.07,2.62,0.4,2253.8,2,2281.2,2,7.376,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,4,2,8/28/2011,10:40:47,34.38,-120.65,427,198.4,9.008,34.165,2,-999,9,58.5,58.74,2,39.14,29.65,0.05,2.42,0.01,2238.5,2,2272.6,2,7.408,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,5,2,8/28/2011,10:42:30,34.38,-120.65,427,150.37,9.225,34.096,2,-999,9,73.2,-999,9,34.7,28.5,0.04,2.29,0.12,2220.7,2,2264.1,2,7.442,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,6,2,8/28/2011,10:43:34,34.38,-120.65,427,124.86,9.532,33.937,2,-999,9,96.6,96.44,2,30.62,26.28,0.06,2.12,0.01,2209.5,2,2252.5,2,7.474,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,7,2,8/28/2011,10:44:50,34.38,-120.65,427,101.66,9.861,33.77,2,-999,9,118.4,-999,9,24.22,23.49,0.06,1.89,0.01,2170.9,2,2240.6,2,7.525,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,8,2,8/28/2011,10:46:32,34.38,-120.65,427,79.87,10.161,33.642,2,-999,9,138.8,139.79,2,21.55,21.83,0.07,1.77,0.1,2158.2,2,2233.8,2,7.555,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,9,2,8/28/2011,10:47:56,34.38,-120.65,427,59.72,10.504,33.579,2,-999,9,150.6,-999,9,19.06,19.77,0.11,1.64,0.04,2140.4,2,2230.9,2,7.594,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,10,2,8/28/2011,10:48:53,34.38,-120.65,427,50.69,11.069,33.543,2,-999,9,177.9,180.01,2,17.1,17.55,0.2,1.52,0.13,2130.1,2,2231.8,2,7.633,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,11,2,8/28/2011,10:49:58,34.38,-120.65,427,40.36,11.311,33.513,2,-999,9,185.7,-999,9,15.68,16.39,0.19,1.44,0.13,2122.7,2,2225.7,3,7.651,3,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,12,2,8/28/2011,10:51:01,34.38,-120.65,427,30.44,11.41,33.508,2,-999,9,196.3,196.88,2,14.97,15.94,0.14,1.4,0.11,2117.3,2,2230.5,2,7.661,3,1.4738,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,13,2,8/28/2011,10:52:06,34.38,-120.65,427,20.29,11.551,33.515,2,-999,9,198.8,-999,9,14.08,14.78,0.13,1.32,0.05,2111.7,2,2230.3,2,7.684,2,-999,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,14,2,8/28/2011,10:53:04,34.38,-120.65,427,9.7,11.875,33.507,2,-999,9,210.8,211.97,2,13.37,13.97,0.2,1.27,0.03,2104.1,2,2230.4,2,7.7,2,2.1942,-999,-999,-999,-999,-999
32WC20110812,WCOA2011,12,85,1,15,2,8/28/2011,10:53:11,34.38,-120.65,427,9.72,11.876,33.507,2,-999,9,207.2,-999,9,-999,-999,-999,-999,-999,-999,9,-999,9,-999,9,-999,1.77,13.71,7.7,1.82,14.05
32WC20110812,WCOA2011,12,85,1,16,2,8/28/2011,10:53:48,34.38,-120.65,427,4.24,11.883,33.506,2,33.5101,2,210.7,213.84,2,13.1,13.92,0.14,1.26,0.04,2107.5,6,2230.4,6,7.7,2,2.3184,-999,-999,-999,-999,-999
